"tITI","freq_bins_smooth","mean_spec","sem_upper","sem_lower"
"Rest Post S1",0.181530898876404,0.940620657566678,0.979330410695579,0.901910904437776
"Rest Post S1",0.182233146067416,0.926723488392471,0.964192074917313,0.889254901867629
"Rest Post S1",0.182935393258427,0.928944564806886,0.966648943818498,0.891240185795275
"Rest Post S1",0.183637640449438,0.912727500464978,0.950294633061986,0.875160367867969
"Rest Post S1",0.184339887640449,0.907122427084088,0.945754740987527,0.86849011318065
"Rest Post S1",0.185042134831461,0.912564784838875,0.951639877995796,0.873489691681954
"Rest Post S1",0.185744382022472,0.897305086136732,0.93488440452962,0.859725767743844
"Rest Post S1",0.186446629213483,0.892810277395135,0.928948906291283,0.856671648498988
"Rest Post S1",0.187148876404494,0.896614674051167,0.932857126465718,0.860372221636617
"Rest Post S1",0.187851123595506,0.89691310765759,0.933745247572897,0.860080967742284
"Rest Post S1",0.188553370786517,0.883331411181549,0.919480111875114,0.847182710487984
"Rest Post S1",0.189255617977528,0.882393427686064,0.918488281455865,0.846298573916263
"Rest Post S1",0.189957865168539,0.871710773909149,0.905187047639585,0.838234500178713
"Rest Post S1",0.190660112359551,0.866821289527591,0.899052078867073,0.83459050018811
"Rest Post S1",0.191362359550562,0.870682084947333,0.904350218683427,0.837013951211239
"Rest Post S1",0.192064606741573,0.864860973104403,0.897805693730643,0.831916252478162
"Rest Post S1",0.192766853932584,0.850697931341767,0.88494644339122,0.816449419292313
"Rest Post S1",0.193469101123595,0.85116908069154,0.885928097872913,0.816410063510167
"Rest Post S1",0.194171348314607,0.843916982448681,0.877537849197526,0.810296115699837
"Rest Post S1",0.194873595505618,0.837291012086407,0.869695713813155,0.80488631035966
"Rest Post S1",0.195575842696629,0.833074617851749,0.865691699859124,0.800457535844374
"Rest Post S1",0.19627808988764,0.820367508761589,0.851899149197001,0.788835868326176
"Rest Post S1",0.196980337078652,0.818871355383604,0.850407617879908,0.787335092887299
"Rest Post S1",0.197682584269663,0.815888543871761,0.847133965593367,0.784643122150154
"Rest Post S1",0.198384831460674,0.816450796553919,0.847695368870932,0.785206224236905
"Rest Post S1",0.199087078651685,0.808988372410359,0.839904390160981,0.778072354659738
"Rest Post S1",0.199789325842697,0.80741561749628,0.83782364948837,0.777007585504191
"Rest Post S1",0.200491573033708,0.812454945065189,0.842584758742015,0.782325131388363
"Rest Post S1",0.201193820224719,0.801288484551159,0.830535707154625,0.772041261947694
"Rest Post S1",0.20189606741573,0.795394250583901,0.826461578348266,0.764326922819537
"Rest Post S1",0.202598314606742,0.800286813393387,0.832782013780918,0.767791613005856
"Rest Post S1",0.203300561797753,0.802319265743992,0.834294369425665,0.770344162062319
"Rest Post S1",0.204002808988764,0.798436400489232,0.830821548089062,0.766051252889402
